author,comment,rate,date
Vincent Grandidier,Très bonne application Très bonne application et très bon service clients. Un must have des ventes privées à classer au même niveau que Showroomprive.,5,1453503600000
Stéphane Waridel,Mieux que sur ipad Après des années d'attente Vente Privées sort une superbe application pour tablette Android Une des rares qui soit meilleure que sa version Ipad !,4,1449788400000
Sophie Desplanque,nouvelle mise à jour du 11/12 Votre nouvelle maj n'a rien changé au bug de la précédente ... et rien n'a été fait pour régler le problème depuis une semaine. Merci de faire le nécessaire rapidement! Je commence à être agacé... type mobile : wiko rainbow,4,1450393200000
Charlotte Poulain,Super appli quand elle fonctionne!! Impossible d'ouvrir l'application depuis quelques jours.  Ce n'est pas pratique!,3,1450047600000
margot Boudard,Margot 76 L'appli plante depuis presque 1semaine impossible d'accéder aux ventes!  Merci de remédier au pb,1,1450134000000
59410marie,"Site Décevant Trois achats sur ventes privées et trois déceptions. Je déconseille.  Une livraison demande en relais colis car il s'agissait d'une surprise et au final qui arrive au domicile sans en avoir été informé au préalable. Deux autres commandes, articles disponibles et malgré tout livrés en plus d'un mois. On ne peut pas faire confiance au délais annoncés. frais de port tres élevés. Bref décourageant.",2,1462572000000
Matteo Maiorino,"problème de connexion au moment de la validation du panier l'application plante en disant que je ne suis pas connecté à mon compte, que j'y étais",2,1451689200000
Catherine Lavigne,Déçu J ai beau réinstaller l application elle ne veut pas s ouvrir dommage car j adore ce site,3,1450738800000
ManyCaye,"Elle crash dès la présentation votre application Depuis 2 semaines pas de reponse (Wiko Rainbow) , je vous pensais sérieux mais vous me décevez beaucoup. Je vais donc chez vos concurrents",1,1450306800000
J H,Suivi nul et site non securisé Après plusieurs mails il M as fallut 1 mois et demi pour se faire rembourser 14 e .... mal agence les recherches faire 10 recherches pour trouver une réf à sa taille c très fastidieux,2,1450134000000
P LD,J'attends de pouvoir l'ouvrir Impossible de l'ouvrir malgré trois desinstallations et réinstallation. Bug bug bug,1,1450479600000
F. Ludwig,Impossible d'ouvrir l'application L'application s'est arrêtée. Faites ce qu'il  faut pour que nous puissions  accéder aux ventes. Je suis très déçue de ne plus avoir  vente privée. Smartphone Wiko Rainbow.,3,1449874800000
NONO PLAY,Nul nul nul !!! Contrarie plus quautre chose. Application pas du tout fonctionnelle. De plus les mis a jour des disponibilitees des articles ne fonctionne pas sur android.vraiment tout est a revoir il y a une grosse regression !!,1,1452380400000
joris schoen,"L'application est lourde, et surtout très longue.... Mieux vaut passer par le site qui se charge bien plus rapidement que l'application,  et donne accès à toutes les fonctionnalités,  ce que ne permet pas l'application",3,1450220400000
Mika Vedrenne,Très bien mais... Utilisation pratique et claire mais je suis très déçu de ne pas pouvoir payer mes commandes via PayPal! Je trouve honteux qu'un site aussi fréquenté ne propose pas ce service!,3,1451689200000
Loic Pedrini,Charge dans le vide. A améliorer vite,1,1451689200000
Julie HULOT-MAIZEROI,Toujours au top De version en version c'est de mieux en mieux. Très facile d'utilisation.  Jamais eu de problème entre la commande et la réception.  :),5,1451862000000
Julien FAGNONI,Rien à dire. Bon tous le monde râle comme d hab. Jamais déçu toujours reçu les achats en temps et en heure. L application marche très bien...,4,1453590000000
Jonathan Veillard,"Beug à l'allumage Depuis cette nouvelle version. Impossible d'aller voir les voyages... Dommage pour eux,  j'irais voir ailleurs !",1,1451689200000
Marion Cottinet,Problème de connexion Impossible d'ouvrir l'application et d'accéder aux ventes. Elle tourne dans le vide. J'ai beau éteindre mon appli ou la désinstaller et réinstaller. Ça ne fonctionne toujours pas.,1,1451689200000
Ghislain DURAND,Ne fonctionne pas Demande en permanence une connection reseau...buuuggg a mort,1,1451689200000
Alexandre Oudin,"Bien quand ça marche Bon jusqu'à la mise à jour nickel maintenant j ai l appli web dans l appli Android et plus accès à mes commandes, très embêtant en période de Noël, je vais me rabattre sur un concurrent en attendant la résolution du problème pour mes futures cadeaux, dommage",3,1450393200000
pierre-alexandre Jaulin,Bug depuis qq jours Application qui ne s'ouvre pas et toujours pas de mise à jour pour régler le problème... À l'approche de Noël... Dommage,1,1449874800000
,"Probleme de connexion Utilisatrice depuis des annees, je ne peux aujourd hui plus me connecté parceque apparemment je ne suis plus inscrite!!!!! Adresse mail non reconnue...",2,1475013600000
Juanita Bertuccelli,Dommage Quand mon alerte sonne pour des ventes qui m intéresse l application ne s ouvre pas et une fois que sa s ouvre les ventes qui m intéresser plus disponible à améliorer la nouvelle version ne change rien j ai l impression que l application passe après le site,2,1451775600000
victoria gwozdz,Très décevant Depuis que j'ai fait la dernière mise à jour impossible d'ouvrir l'application!!!,2,1451343600000
céline bruge,"Beug sans arrêt Idem, ce matin vente wintercamps. Je valide mon panier, l'adresse de livraison et comme par hasard au moment de payer un problème soit disant de connexion (alors que tout était OK sur mon téléphone) et pouf plus de panier!! Et du coup impossible de refaire mon panier car tout était épuisé!! Et ce n'est pas la première fois que ça arrive...",2,1451689200000
Benoît Blot,"Bug de connexion Depuis la mise à jour, impossible de se connecter. L'application ne détecte pas les données wifi ou mobiles",1,1451775600000
Kelly M,Frais de port trop cher!!! Le site est bien mais payer aussi cher juste pour une livraison c est vraiment trop donc je ne commanderais plus dessus surtout que sur showroom privé c est beaucoup moins cher.,1,1451775600000
Art' LG,"Zéro... Vouloir s'inscrire et voir son adresse mail reconnue ""invalide"". Je zappe pour allez où ça marche.",1,1451689200000
Marc Aurèle,Ne fonctionne plus depuis dernière maj Je suis profondément déçu j'ose espérer que vous allez résoudre le problème rapidement,1,1449874800000
Glad RIGHT,😕 Okaaaay! Au moins je suis rassurée.  Je pensais que c'était mon phone qui avait un bug! Plus possible d ' ouvrir cette application depuis une 10aine de jours !!! Désagréable !!!,2,1451343600000
Ratsotua,"Piètre qualité Je suis déçu par les marques proposées : j'ai reçu ma commande unotec. J'ai cassé la moitié des objets. Autant aller sur ebay. De plus, à l'ouverture d'un colis, j'ai remarqué que l'objet et mal conditionné et s'était abîmé durant le transport.",1,1451084400000
Marine Métivier,"Quand ça marche,c'est bien Pour ça, déjà, il faut que l appli s'ouvre et c est pas gagner. Ça bug énormément",2,1450306800000
Audrey Mialon,L'appli ne répond pas aux retournements de la tablette L'appli m'oblige a mettre ma tablette à l'horizontale ! Alors que je souhaite l'utiliser a la verticale j'ai acheté une 7 pouces exprès pour cela !,2,1452121200000
Justine Allart,Frais de port trop élevé...,1,1451862000000
laurence b,Parfait sur mon note3. Fonctionne très bien.  Appli très satisfaisante. Les produits et services de vente privée aussi.,5,1450566000000
Caroline Vaissière,Très bien d'habitude Mais depuis la dernière mise à jour l'appli rame et ne démarre jamais :(,4,1451602800000
Céline GAB,"Décevante... Depuis la dernière mise à jour,  l'application s'ouvre et la page reste blanche....",1,1451516400000
Levent Tekin,Frais de livraison cher,2,1453590000000
tamara M,Impossible d'ouvrir l'appli :(,4,1450047600000
Estelle Dees,"Mise à jour faite,  impossible d'ouvrir sur wiko",1,1449874800000
Genevieve R.,???? L'App ne démarre pas Installation OK. Par contre au moment de lancer l'app elle s'arrête. Et pas moyen de l'ouvrir.,1,1452034800000
S. Bio,Application trop intrusive. Demande l'accès à trop de données ou de fonctions de l'appareil.,2,1450134000000
Farouk El fetouaki,Mauvaise connection. Toujours des problèmes de connexion,2,1451689200000
Sonik Amy Rose,"Très bonne application, j'utilise ce site depuis des années et jamais déçu de ce que je reçois et pour les délais et les frais de livraison tout est expliqué avant de valider la commande donc il n'y a pas de piège.",5,1453244400000
LA Sésé,Jaime Mais ça serait super cool de pouvoir payer en plusieurs fois pour des gros article (meubles ou électroménager),5,1459375200000
Sophie Jourdan,Mécontentement Pas de connexion depuis plus d'une semaine. Merci de faire le nécessaire au plus vite.,2,1450134000000
David El Baz,Ne repère pas mes coordonnées Très déçu depuis la dernière mise à jour je n'arrive plus a me connecter,3,1451689200000
Greg Boukera,"A quand le mode paysage! Bonne application, fluide, mais il manque le mode paysage !",5,1452985200000
David Gilardeau,Mise à jour A chir !! erreur de reseau à chaques connexions,1,1451689200000
little monster,Ne s' ouvre plus Dans le titre,1,1451689200000
Francoise Masclet,Depuis  que  j'ai  changé  de téléphone  je me connecte  bien mais  n arrive  pas  à  voir  les photos  des ventes.... que faire ? ??,3,1450652400000
Claire Brossard,"Applications bien gaite Contrairement au site, les ventes du jours sont les premières sur la page, ce qui est pour moi bien plus agréable",4,1452034800000
nathalie oudiou,"Depuis que j'ai réinstallé l application,  impossible d y accéder. Y a t il une mise à jour ou une manoeuvre particulière pour retrouver l usage de cette application.... ç est énervant,  à croire qu'il est finalement impossible d utiliser une application sur la durée quand celle-ci est intéressante.",1,1451602800000
Johanna Sannier,Déçu J'arrive plus à ouvrir mes pages,2,1451689200000
Muriel GRANDIN,Impossible d'ouvrir l'appli depuis la mise à jour. Wiko rainbow,1,1450134000000
EliteSource primary,"Vaut le coup Deux achats arrivé conformes, en parfait état les deux avec une économie de +50€ sur chacun d'eux",5,1452466800000
Maelia Laurent,Trop de frai de.port Il y a beaucoup trop de frais de port et il sont trop chère,3,1451170800000
Arnaud Goizil,Bien mais ..... L'appli est de plus en plus intrusive.  Ça devient un viol de la vie privée.,1,1449961200000
sofiane britel,Mot de passe L'application refuse de s'ouvrir à cause de mon code alors que j'arrive à  ouvrir mon compte en dehors de l'application,1,1450393200000
johanna LARCADE,Fonctionne jamais Impossible de se connecter il detecter jamais la wifi et meme sans la wifi sur un forfait internet ilimite cest pareill,1,1451948400000
L Viudes,Déçue Depuis la derrière mise à jour impossible d'ouvrir l'application dommage,1,1451430000000
Julie Souchard,Ça ne fonctionne plus ! Depuis peu l appli ne s ouvre plus.... même après avoir desinstaller et réinstaller !!!!!! Pfffffff......,1,1451689200000
Martin SZ,Très pratique. Bonne application pour faire de bonnes affaires n'importe ou.,4,1459375200000
Christine C,Depuis la mise à jour sa plante sans arrêt Donc impossible de l'ouvrir,1,1450134000000
Natacha Roux,Depuis 1 semaine je n arrive plus à ouvrir l applications je les désinstallee et réinstallee rien à faire...,2,1450566000000
Laetitia Decamps,Super Commander et reçu bien avant la date et produit très conforme,5,1452985200000
Jeremy Touat,"Bonne application mais bon, j'attends toujours mon colis qui devait arriver maximum le 12 décembre.",1,1450306800000
Louis Theret,Inutile Demande systématiquement une connexion au réseau alors que tous les réseaux sont parfaitement connectés. L'appli se ferme toute seule au bout de qqs minutes. Quel est l'intérêt?,1,1451689200000
Loic Flea59,Au top Rien à redire,4,1462485600000
Nadine Oudenot,À chaque fois que j'ai fait une commande.  Toujours satisfaite de la livraison,4,1452553200000
MT Buis St-Martin,"Ne s'ouvre plus Depuis dernière mise à jour, l'application mouline sur l'écran d'accueil et n'affiche plus les offres !",1,1451689200000
Robert Chachou,Ça ne marche plu,2,1450479600000
djced1976,A revoir rapidement Impossible de me connecter sur mon compte depuis mon portable ça me dit identifiants incorrects à revoir rapidement,1,1449615600000
Valérie MACAIRE,MAJ nulle Mode paysage forcé totalement inadapté aux appareils mobiles (cible des apps!!!) malgré les avis récents qui l'indique. Je la désinstalle car trop inconfortable,1,1449615600000
Michèle Ingelaere,Impossible d'ouvrir l'application l'application s'arrête automatiquement depuis la mise a jour malgré une désinstallation et réinstallation.,4,1449702000000
brigitte rag,impossible aussi d'ouvrir l'application !!!,3,1450047600000
Frédéric BERNARD,"Problème depuis mise a jour Impossible a utiliser, fermeture de l application au chargement depuis la dernière mise a jour ! dommage",1,1449615600000
Chiheb B Salah,Très  bien  fait Ras,5,1451343600000
Matthieu Julien,Nul L'application est illisible pour ce qui est de choisir un article des vente one Day. On ne vois pas à quoi ressemble l'article de la loste. L'ancienne présentation de l'application était largement meilleure,1,1449442800000
Mina Mechti,Arrêtez de nous proposer systématiquement de télécharger l appli.surtout quand c déjà fait.,3,1477868400000
Louane Boullenger,Impossible d'ouvrir,1,1450738800000
claude hamelin,Super,4,1449961200000
Stephane Pourcelot,Nul,1,1450825200000
AM Y,"ATTENTION ATTENTION , delais de livraison 30 jours ? Pour 3 commandes différentes , j'ai payé 3 fois les frais de livraison . ABUSÉ , PLUS JAMAIS  . FINI",1,1455836400000
Virginie V,Bien Bon site mais les frais de port sont trop élevés et je renonce souvent à des achats à cause de cela. Les livraisons se font le plus souvent dans les temps malgré qlq retards sans aucune excuse... Les colis arrivent en bon état.,4,1457564400000
